Country,Governorate,District,year,adm2_code,XGB+DNN Predicted MPI,XGB+DNN Predicted Severe Poverty %
Egypt,Kalyoubia,Al Khanka,2024,65804,0.01731792651116848,0.718121337
Egypt,Kalyoubia,Banha,2020,65806,0.024457423016428947,1.041740196
Egypt,Kalyoubia,Banha,2021,65806,0.027653144672513008,1.194867655
Egypt,Kalyoubia,Banha,2022,65806,0.03011557273566723,1.31631552
Egypt,Kalyoubia,Banha,2023,65806,0.031702153384685516,1.396151881
Egypt,Kalyoubia,Banha,2024,65806,0.041570745408535004,1.920355158
Egypt,Kalyoubia,Kafr Shukr,2020,65807,0.029958372935652733,1.308472809
Egypt,Kalyoubia,Kafr Shukr,2021,65807,0.042015496641397476,1.945090346
Egypt,Kalyoubia,Kafr Shukr,2022,65807,0.04189688712358475,1.938484489
Egypt,Kalyoubia,Kafr Shukr,2023,65807,0.04719167575240135,2.239931623
Egypt,Kalyoubia,Kafr Shukr,2024,65807,0.05018152669072151,2.416042966
Egypt,Kalyoubia,Khsos,2020,65811,0.04736000671982765,2.249734348
Egypt,Kalyoubia,Khsos,2021,65811,0.0475342720746994,2.259896828
Egypt,Kalyoubia,Khsos,2022,65811,0.0561051145195961,2.777381514
Egypt,Kalyoubia,Khsos,2023,65811,0.054475229,2.676321468
Egypt,Kalyoubia,Khsos,2024,65811,0.066750921,3.467648407
Egypt,Kalyoubia,Qaha,2020,65815,0.050988261,2.464285427
Egypt,Kalyoubia,Qaha,2021,65815,0.05725545436143875,2.849451716
Egypt,Kalyoubia,Qaha,2022,65815,0.05879680812358856,2.946981429
Egypt,Kalyoubia,Qaha,2023,65815,0.06478654593229294,3.336373102
Egypt,Kalyoubia,Qaha,2024,65815,0.065063171,3.354753219
Egypt,Kalyoubia,Qalyub,2020,65816,0.025645054876804352,1.098053538
Egypt,Kalyoubia,Qalyub,2021,65816,0.026061074808239937,1.11794602
Egypt,Kalyoubia,Qalyub,2022,65816,0.02699536271393299,1.162933936
Egypt,Kalyoubia,Qalyub,2023,65816,0.026061074808239937,1.11794602
Egypt,Kalyoubia,Qalyub,2024,65816,0.025702629,1.100801385
Egypt,Kalyoubia,Qanatir Al-Khayriyya,2020,65817,0.02709251642227173,1.167636993
Egypt,Kalyoubia,Qanatir Al-Khayriyya,2021,65817,0.03709124028682709,1.676544017
Egypt,Kalyoubia,Qanatir Al-Khayriyya,2022,65817,0.030186133459210396,1.319839765
Egypt,Kalyoubia,Qanatir Al-Khayriyya,2023,65817,0.0377776063978672,1.713271743
Egypt,Kalyoubia,Qanatir Al-Khayriyya,2024,65817,0.0402119979262352,1.845376988
Egypt,Kalyoubia,Shibin al-Qanatir,2020,65819,0.030644694343209267,1.342802992
Egypt,Kalyoubia,Shibin al-Qanatir,2021,65819,0.03927702456712723,1.79430053
Egypt,Kalyoubia,Shibin al-Qanatir,2022,65819,0.042206232,1.955727336
Egypt,Kalyoubia,Shibin al-Qanatir,2023,65819,0.042508241,1.972605657
Egypt,Kalyoubia,Shibin al-Qanatir,2024,65819,0.04767315462231636,2.268006237
Egypt,Kalyoubia,Shubra Al-Khayma 1,2020,65821,0.04450751468539238,2.085441147
Egypt,Kalyoubia,Shubra Al-Khayma 1,2021,65821,0.04253510385751724,1.974109067
Egypt,Kalyoubia,Shubra Al-Khayma 1,2022,65821,0.041818161,1.934103612
Egypt,Kalyoubia,Shubra Al-Khayma 1,2023,65821,0.044339172542095184,2.075866471
Egypt,Kalyoubia,Shubra Al-Khayma 1,2024,65821,0.045739661902189255,2.155932951
Egypt,Kalyoubia,Shubra Al-Khayma 2,2020,65824,0.0321628637611866,1.419566755
Egypt,Kalyoubia,Shubra Al-Khayma 2,2021,65824,0.03493284806609154,1.562540538
Egypt,Kalyoubia,Shubra Al-Khayma 2,2022,65824,0.03141361474990845,1.381540496
Egypt,Kalyoubia,Shubra Al-Khayma 2,2023,65824,0.02678348310291767,1.152693444
Egypt,Kalyoubia,Shubra Al-Khayma 2,2024,65824,0.039235297590494156,1.792030879
Egypt,Kalyoubia,Tukh,2020,65825,0.025635752826929092,1.097609735
Egypt,Kalyoubia,Tukh,2021,65825,0.0330624021589756,1.465584729
Egypt,Kalyoubia,Tukh,2022,65825,0.032979749,1.461339864
Egypt,Kalyoubia,Tukh,2023,65825,0.0340188667178154,1.514949918
Egypt,Kalyoubia,Tukh,2024,65825,0.04771549627184868,2.270480403
Egypt,Kalyoubia,Zemam Out,2020,65828,0.016131719574332237,0.66684698
Egypt,Kalyoubia,Zemam Out,2021,65828,0.01600327156484127,0.661337656
Egypt,Kalyoubia,Zemam Out,2022,65828,0.017395345494151115,0.721492638
Egypt,Kalyoubia,Zemam Out,2023,65828,0.016291245818138123,0.673700976
Egypt,Kalyoubia,Zemam Out,2024,65828,0.01488141342997551,0.613576485
Egypt,Luxor,Luxor,2020,65830,0.038519103080034256,1.753206275
Egypt,Luxor,Luxor,2021,65830,0.037240621,1.684517953
Egypt,Luxor,Luxor,2022,65830,0.03707130253314972,1.675480559
Egypt,Luxor,Luxor,2023,65830,0.037940770387649536,1.722036341
Egypt,Luxor,Luxor,2024,65830,0.038932309,1.775575685
Egypt,Luxor,Tiba police station,2020,65832,0.10053068399429321,5.991975366
Egypt,Luxor,Tiba police station,2021,65832,0.103574999,6.243467412
Egypt,Luxor,Tiba police station,2022,65832,0.096668832,5.678510256
Egypt,Luxor,Tiba police station,2023,65832,0.10838266462087631,6.648426055908203
Egypt,Luxor,Tiba police station,2024,65832,0.102524281,6.156232389
Egypt,Luxor,Zemam Out,2020,65833,0.09251854568719864,5.34863668
Egypt,Luxor,Zemam Out,2021,65833,0.08852284401655197,5.037975908
Egypt,Luxor,Zemam Out,2022,65833,0.07408997416496277,3.973521526
Egypt,Luxor,Zemam Out,2023,65833,0.111085214,6.880219291
Egypt,Luxor,Zemam Out,2024,65833,0.090640858,5.201798219
Egypt,Matrouh,Al-Hammam,2020,65834,0.180088669,13.74240881
Egypt,Matrouh,Al-Hammam,2021,65834,0.173454419,13.00858888
Egypt,Matrouh,Al-Hammam,2022,65834,0.170623481,12.69996433
Egypt,Matrouh,Al-Hammam,2023,65834,0.180958062,13.83965842
Egypt,Matrouh,Al-Hammam,2024,65834,0.179376215,13.66290056
Egypt,Matrouh,Alamn,2020,65835,0.127869546,8.385265248
Egypt,Matrouh,Alamn,2021,65835,0.07774483412504196,4.234426827
Egypt,Matrouh,Alamn,2022,65835,0.078274094,4.272698743
Egypt,Matrouh,Alamn,2023,65835,0.076327913,4.132575507
Egypt,Matrouh,Alamn,2024,65835,0.086482093,4.881954094
Egypt,Matrouh,Daba,2020,65837,0.233166218,20.11070527
Egypt,Matrouh,Daba,2021,65837,0.222540677,18.76906149
Egypt,Matrouh,Daba,2022,65837,0.216055334,17.96589095
Egypt,Matrouh,Daba,2023,65837,0.187524706,14.58219684
Egypt,Matrouh,Daba,2024,65837,0.182755932,14.04155632
Egypt,Matrouh,Marsa Matruh,2020,65838,0.191058278,14.98753952
Egypt,Matrouh,Marsa Matruh,2021,65838,0.19234327971935272,15.13593379
Egypt,Matrouh,Marsa Matruh,2022,65838,0.193917453,15.31843608
Egypt,Matrouh,Marsa Matruh,2023,65838,0.193024114,15.21477023
Egypt,Matrouh,Marsa Matruh,2024,65838,0.188531801,14.69731431
Egypt,Matrouh,Salloum,2020,65840,0.195456803,15.49765745
Egypt,Matrouh,Salloum,2021,65840,0.196481943,15.6174241
Egypt,Matrouh,Salloum,2022,65840,0.203246713,16.41593745
Egypt,Matrouh,Salloum,2023,65840,0.196034521,15.56511147
Egypt,Matrouh,Salloum,2024,65840,0.195956647,15.5560129
Egypt,Matrouh,Sidi Barani,2020,65841,0.349213779,36.49038417
Egypt,Matrouh,Sidi Barani,2021,65841,0.284443736,26.99535866
Egypt,Matrouh,Sidi Barani,2022,65841,0.258796453,23.47128006
Egypt,Matrouh,Sidi Barani,2023,65841,0.275780559,25.78808106
Egypt,Matrouh,Sidi Barani,2024,65841,0.319749415,32.07675544
Egypt,Matrouh,Siwa,2020,65842,0.349783242,36.57703503
Egypt,Matrouh,Siwa,2021,65842,0.335517585,34.4211789
Egypt,Matrouh,Siwa,2022,65842,0.312327385,30.98839899
Egypt,Matrouh,Siwa,2023,65842,0.340117097,35.11281655
Egypt,Matrouh,Siwa,2024,65842,0.352822363,37.04027402
Egypt,Menia,Kesm Al-minya,2020,65843,0.02935509756207466,1.278488591
Egypt,Menia,Kesm Al-minya,2021,65843,0.027443917468190193,1.184686892
Egypt,Menia,Kesm Al-minya,2022,65843,0.028974348679184914,1.259657025
Egypt,Menia,Kesm Al-minya,2023,65843,0.03066924214363098,1.344035189
Egypt,Menia,Kesm Al-minya,2024,65843,0.03066924214363098,1.344035189
Egypt,Menia,Kesm Mallawi,2020,65845,0.065756202,3.400954007
Egypt,Menia,Kesm Mallawi,2021,65845,0.060435112565755844,3.051849543
Egypt,Menia,Kesm Mallawi,2022,65845,0.05738651379942894,2.857701734
Egypt,Menia,Kesm Mallawi,2023,65845,0.064772263,3.335425043
Egypt,Menia,Kesm Mallawi,2024,65845,0.06849842518568039,3.585901982
Egypt,Menia,Markz Abu Qurqas,2020,65846,0.042492982000112534,1.971751843
Egypt,Menia,Markz Abu Qurqas,2021,65846,0.040163118,1.842696304
Egypt,Menia,Markz Abu Qurqas,2022,65846,0.036414582282304764,1.640559785
Egypt,Menia,Markz Abu Qurqas,2023,65846,0.047050878,2.231742647
Egypt,Menia,Markz Abu Qurqas,2024,65846,0.05147208645939827,2.493365059
Egypt,Menia,Markz Al Idwa,2020,65848,0.074148707,3.977667307
Egypt,Menia,Markz Al Idwa,2021,65848,0.077312022,4.203221207
Egypt,Menia,Markz Al Idwa,2022,65848,0.05954502522945404,2.994721293
Egypt,Menia,Markz Al Idwa,2023,65848,0.06852320581674576,3.587588819
Egypt,Menia,Markz Al Idwa,2024,65848,0.071053162,3.761261713
Egypt,Menia,Markz Al Minya,2024,65849,0.078573301,4.294389803
Egypt,Menia,Markz Al Minya,2020,65849,0.07167268544435501,3.80422851
Egypt,Menia,Markz Al Minya,2021,65849,0.073646039,3.942235194
Egypt,Menia,Markz Al Minya,2022,65849,0.055689801,2.751512722
Egypt,Menia,Markz Al Minya,2023,65849,0.08348369598388672,4.65598492
Egypt,Menia,Markz Bani Mazar,2020,65850,0.07253587990999222,3.864381827
Egypt,Menia,Markz Bani Mazar,2021,65850,0.073219895362854,3.912285454
Egypt,Menia,Markz Bani Mazar,2022,65850,0.06711569428443909,3.492218393
Egypt,Menia,Markz Bani Mazar,2024,65850,0.07124805450439453,3.77475983
Egypt,Menia,Markz Bani Mazar,2023,65850,0.06975525617599487,3.671804843
Egypt,Menia,Markz Dir Mawas,2022,65852,0.04007389023900032,1.837805768
Egypt,Menia,Markz Dir Mawas,2020,65852,0.04393553361296654,2.052964164
Egypt,Menia,Markz Dir Mawas,2021,65852,0.040966861,1.886921938
Egypt,Menia,Markz Dir Mawas,2023,65852,0.03531366214156151,1.582489749
Egypt,Menia,Markz Dir Mawas,2024,65852,0.04143371433019638,1.912753233
Egypt,Menia,Markz Maghagha,2020,65854,0.066938341,3.480264863
Egypt,Menia,Markz Maghagha,2021,65854,0.071068391,3.762315849
Egypt,Menia,Markz Maghagha,2022,65854,0.06970245391130447,3.668181543
Egypt,Menia,Markz Maghagha,2023,65854,0.075002477,4.038105786
Egypt,Menia,Markz Maghagha,2024,65854,0.083232403,4.637224017
Egypt,Menia,Markz Mallawi,2022,65855,0.040435549,1.857651803
Egypt,Menia,Markz Mallawi,2020,65855,0.043223995715379715,2.01278162
Egypt,Menia,Markz Mallawi,2021,65855,0.04552344232797623,2.143510534
Egypt,Menia,Markz Mallawi,2023,65855,0.043567851,2.032169842
Egypt,Menia,Markz Mallawi,2024,65855,0.05303400754928589,2.587992539
Egypt,Menia,Markz Matay,2021,65857,0.110158712,6.800419997
Egypt,Menia,Markz Matay,2022,65857,0.09007368981838226,5.157740881
Egypt,Menia,Markz Matay,2020,65857,0.096771494,5.68676227
Egypt,Menia,Markz Matay,2023,65857,0.108680971,6.673865183
Egypt,Menia,Markz Matay,2024,65857,0.159079492,11.4700032
Egypt,Menia,Markz Samalut,2020,65862,0.065738343,3.399760694
Egypt,Menia,Markz Samalut,2021,65862,0.066694804,3.463873842
Egypt,Menia,Markz Samalut,2022,65862,0.061473943293094635,3.118985818
Egypt,Menia,Markz Samalut,2023,65862,0.07362131029367447,3.94049504
Egypt,Menia,Markz Samalut,2024,65862,0.073329531,3.919982976
Egypt,Menia,New Minya,2020,65865,0.037036151,1.673606067
Egypt,Menia,New Minya,2021,65865,0.028939668089151382,1.257945309
Egypt,Menia,New Minya,2022,65865,0.029232729,1.272428526
Egypt,Menia,New Minya,2023,65865,0.03017643466591835,1.319355201
Egypt,Menia,New Minya,2024,65865,0.02887127362191677,1.254571336
Egypt,Menia,Zemam Out,2020,65866,0.311916918,30.92850543
Egypt,Menia,Zemam Out,2021,65866,0.291292399,27.96135483
Egypt,Menia,Zemam Out,2022,65866,0.266682357,24.53852004
Egypt,Menia,Zemam Out,2023,65866,0.275892258,25.80354033
Egypt,Menia,Zemam Out,2024,65866,0.282834768,26.76988212
Egypt,Menoufia,Al-Bagur,2020,65872,0.030854662880301476,1.35335212
Egypt,Menoufia,Al-Bagur,2021,65872,0.040275219827890396,1.848845954
Egypt,Menoufia,Al-Bagur,2022,65872,0.041994884610176086,1.943941891
Egypt,Menoufia,Al-Bagur,2023,65872,0.132231683,8.794486241
Egypt,Menoufia,Al-Bagur,2024,65872,0.161900908,11.76632755
Egypt,Menoufia,Al-Shuhada,2020,65873,0.2121465504169464,17.48771693
Egypt,Menoufia,Al-Shuhada,2021,65873,0.214284807,17.74874088
Egypt,Menoufia,Al-Shuhada,2022,65873,0.208645612,17.06327145
Egypt,Menoufia,Al-Shuhada,2023,65873,0.219583169,18.40128954
Egypt,Menoufia,Al-Shuhada,2024,65873,0.217638209,18.16080038
Egypt,Menoufia,Ashmun,2020,65874,0.046542872,2.202274544
Egypt,Menoufia,Ashmun,2021,65874,0.06167873740196228,3.132279528
Egypt,Menoufia,Ashmun,2022,65874,0.089926943,5.1463641
Egypt,Menoufia,Ashmun,2023,65874,0.164080575,11.99716201
Egypt,Menoufia,Ashmun,2024,65874,0.162250698,11.80325969
Egypt,Menoufia,Birkat Al-Sab,2020,65875,0.104349859,6.308092202
Egypt,Menoufia,Birkat Al-Sab,2021,65875,0.12054887413978577,7.715105183
Egypt,Menoufia,Birkat Al-Sab,2022,65875,0.115177557,7.236843798
Egypt,Menoufia,Birkat Al-Sab,2023,65875,0.16461054980754852,12.05353851
Egypt,Menoufia,Birkat Al-Sab,2024,65875,0.165904909,12.19163694
Egypt,Menoufia,Minuf,2020,65876,0.180681646,13.80871164
Egypt,Menoufia,Minuf,2021,65876,0.173051357,12.96448185
Egypt,Menoufia,Minuf,2022,65876,0.18728213012218475,14.55451768
Egypt,Menoufia,Minuf,2023,65876,0.167665154,12.38037159
Egypt,Menoufia,Minuf,2024,65876,0.182210714,13.98021693
Egypt,Menoufia,Minuf City,2020,65877,0.04848732799291611,2.315730072
Egypt,Menoufia,Minuf City,2021,65877,0.049176912754774094,2.356396458
Egypt,Menoufia,Minuf City,2022,65877,0.04957707226276398,2.380097854
Egypt,Menoufia,Minuf City,2023,65877,0.064567588,3.321849375
Egypt,Menoufia,Minuf City,2024,65877,0.067957386,3.549142199
Egypt,Menoufia,Quwisna,2020,65879,0.024351593106985092,1.036756271
Egypt,Menoufia,Quwisna,2021,65879,0.02422151155769825,1.030637911
Egypt,Menoufia,Quwisna,2022,65879,0.024351593106985092,1.036756271
Egypt,Menoufia,Quwisna,2023,65879,0.02351721003651619,0.997658126
Egypt,Menoufia,Quwisna,2024,65879,0.02514103427529335,1.074068716
Egypt,Menoufia,Sadat City,2020,65888,0.019800657406449318,0.82774652
Egypt,Menoufia,Sadat City,2021,65888,0.015396240167319775,0.635414767
Egypt,Menoufia,Sadat City,2022,65888,0.014937677420675755,0.615956556
Egypt,Menoufia,Sadat City,2023,65888,0.015396240167319775,0.635414767
Egypt,Menoufia,Sadat City,2024,65888,0.017144083976745605,0.710562235
Egypt,Menoufia,Shibin al-Kum,2020,65889,0.029402120038866997,1.28081926
Egypt,Menoufia,Shibin al-Kum,2021,65889,0.026325589045882225,1.130638882
Egypt,Menoufia,Shibin al-Kum,2022,65889,0.029534725472331047,1.287397733
Egypt,Menoufia,Shibin al-Kum,2023,65889,0.028665658086538315,1.244442035
Egypt,Menoufia,Shibin al-Kum,2024,65889,0.030558521,1.338479801
Egypt,Menoufia,Sirs Al-Layyana City,2020,65891,0.07071397453546524,3.737810455
Egypt,Menoufia,Sirs Al-Layyana City,2021,65891,0.06835899502038956,3.576416029
Egypt,Menoufia,Sirs Al-Layyana City,2022,65891,0.067515917,3.519245548
Egypt,Menoufia,Sirs Al-Layyana City,2023,65891,0.07188009470701218,3.818651753
Egypt,Menoufia,Sirs Al-Layyana City,2024,65891,0.064084269,3.289867629
Egypt,Menoufia,Tala,2020,65894,0.180725694,13.81364142
Egypt,Menoufia,Tala,2021,65894,0.180164009,13.75082643
Egypt,Menoufia,Tala,2022,65894,0.183940113,14.17511695
Egypt,Menoufia,Tala,2023,65894,0.208757013,17.07672113
Egypt,Menoufia,Tala,2024,65894,0.201746076,16.23758381
Egypt,New Valley,A-Dakhla Oasis,2020,65896,0.33632499,34.54234486
Egypt,New Valley,A-Dakhla Oasis,2021,65896,0.334439456,34.25955056
Egypt,New Valley,A-Dakhla Oasis,2022,65896,0.327470869,33.21948584
Egypt,New Valley,A-Dakhla Oasis,2023,65896,0.331667066,33.84480024
Egypt,New Valley,A-Dakhla Oasis,2024,65896,0.338309646,34.84062444
Egypt,New Valley,Al-Kharga Oasis,2020,65897,0.275989145,25.81695193
Egypt,New Valley,Al-Kharga Oasis,2021,65897,0.263631254,24.12382361
Egypt,New Valley,Al-Kharga Oasis,2022,65897,0.208283842,17.01961985
Egypt,New Valley,Al-Kharga Oasis,2023,65897,0.282876551,26.7757303
Egypt,New Valley,Al-Kharga Oasis,2024,65897,0.287696242,27.45287072
Egypt,New Valley,Al Farafra Oasis,2020,65898,0.290387809,27.83319131
Egypt,New Valley,Al Farafra Oasis,2021,65898,0.280772507,26.48171257
Egypt,New Valley,Al Farafra Oasis,2022,65898,0.251702607,22.52424897
Egypt,New Valley,Al Farafra Oasis,2023,65898,0.255285323,23.00097613
Egypt,New Valley,Al Farafra Oasis,2024,65898,0.278665602,26.18827727
Egypt,North Sinai,Al-Hasna,2020,65905,0.176345289,13.32654107
Egypt,North Sinai,Al-Hasna,2021,65905,0.180053383,13.73846703
Egypt,North Sinai,Al-Hasna,2022,65905,0.178381145,13.55213472
Egypt,North Sinai,Al-Hasna,2023,65905,0.179350734,13.66006005
Egypt,North Sinai,Al-Hasna,2024,65905,0.182957858,14.06429853
Egypt,North Sinai,Bir Al-Abd,2020,65907,0.183984727,14.18015782
Egypt,North Sinai,Bir Al-Abd,2021,65907,0.188020736,14.63885544
Egypt,North Sinai,Bir Al-Abd,2022,65907,0.185902983,14.39751146
Egypt,North Sinai,Bir Al-Abd,2023,65907,0.194743931,15.41456745
Egypt,North Sinai,Bir Al-Abd,2024,65907,0.190937996,14.97367602
Egypt,North Sinai,El Arish 1,2020,65913,0.01872233673930168,0.779750185
Egypt,North Sinai,El Arish 1,2021,65913,0.019363749772310257,0.808228877
Egypt,North Sinai,El Arish 1,2022,65913,0.01921936310827732,0.801799989
Egypt,North Sinai,El Arish 1,2023,65913,0.02130386233329773,0.895633177
Egypt,North Sinai,El Arish 1,2024,65913,0.019580034539103508,0.817878759
Egypt,North Sinai,El Arish 2,2020,65914,0.05590319260954857,2.764794316
Egypt,North Sinai,El Arish 2,2021,65914,0.05161773040890694,2.50214033
Egypt,North Sinai,El Arish 2,2022,65914,0.038939789,1.775981407
Egypt,North Sinai,El Arish 2,2023,65914,0.038076282,1.729325339
Egypt,North Sinai,El Arish 2,2024,65914,0.04067446291446686,1.870796815
Egypt,North Sinai,El Arish 3,2020,65922,0.160622656,11.63172983
Egypt,North Sinai,El Arish 3,2021,65922,0.138923556,9.436382694
Egypt,North Sinai,El Arish 3,2022,65922,0.103057958,6.200483397
Egypt,North Sinai,El Arish 3,2023,65922,0.117887437,7.476695496
Egypt,North Sinai,El Arish 3,2024,65922,0.144000903,9.934641537
Egypt,North Sinai,El Arish 4,2020,65925,0.171515107,12.79687447
Egypt,North Sinai,El Arish 4,2021,65925,0.174622297,13.13669951
Egypt,North Sinai,El Arish 4,2022,65925,0.182883486,14.05592074
Egypt,North Sinai,El Arish 4,2023,65925,0.185335487,14.33308504
Egypt,North Sinai,El Arish 4,2024,65925,0.185215563,14.31948368
Egypt,North Sinai,Nakhl,2020,65927,0.212922201,17.58224726
Egypt,North Sinai,Nakhl,2021,65927,0.177417576,13.44518915
Egypt,North Sinai,Nakhl,2022,65927,0.159273595,11.49029934
Egypt,North Sinai,Nakhl,2023,65927,0.179198951,13.6431444
Egypt,North Sinai,Nakhl,2024,65927,0.204288572,16.54016939
Egypt,North Sinai,Qasima,2020,65928,0.280470014,26.43952267
Egypt,North Sinai,Qasima,2021,65928,0.246875986,21.88714676
Egypt,North Sinai,Qasima,2022,65928,0.242944106,21.37258819
Egypt,North Sinai,Qasima,2023,65928,0.248231724,22.06549862
Egypt,North Sinai,Qasima,2024,65928,0.236009642,20.47501565
Egypt,North Sinai,Rafah,2020,65929,0.102140918,6.124518006
Egypt,North Sinai,Rafah,2021,65929,0.03238110616803169,1.430694971
Egypt,North Sinai,Rafah,2022,65929,0.033267751,1.476145474
Egypt,North Sinai,Rafah,2023,65929,0.0303871538490057,1.329893446
Egypt,North Sinai,Rafah,2024,65929,0.029302336275577545,1.275874779
Egypt,North Sinai,Rummana,2020,65931,0.106050491,6.450796301
Egypt,North Sinai,Rummana,2021,65931,0.092313111,5.332498075
Egypt,North Sinai,Rummana,2022,65931,0.079346493,4.350624942
Egypt,North Sinai,Rummana,2023,65931,0.091664687,5.28167695
Egypt,North Sinai,Rummana,2024,65931,0.10112958401441574,6.04114638
Egypt,North Sinai,Shaykh Zuwayd,2020,65932,0.189048275,14.75647721
Egypt,North Sinai,Shaykh Zuwayd,2021,65932,0.176675156,13.36299977
Egypt,North Sinai,Shaykh Zuwayd,2022,65932,0.200064152,16.03850602
Egypt,North Sinai,Shaykh Zuwayd,2023,65932,0.18067803978919983,13.80830808
Egypt,North Sinai,Shaykh Zuwayd,2024,65932,0.180968851,13.84086677
Egypt,Port Said,Al-Arab,2021,65933,0.082436562,4.577990189
Egypt,Port Said,Al-Arab,2023,65933,0.07888258993625641,4.316853133
Egypt,Port Said,Al-Arab,2024,65933,0.084468439,4.72976816
Egypt,Port Said,Al-Arab,2020,65933,0.07888258993625641,4.316853133
Egypt,Port Said,Al-Arab,2022,65933,0.08015649020671844,4.409819083
Egypt,Port Said,Al-Dawahy,2020,65935,0.081965029,4.543024827
Egypt,Port Said,Al-Dawahy,2021,65935,0.081894159,4.537778034
Egypt,Port Said,Al-Dawahy,2022,65935,0.077223152,4.196823909
Egypt,Port Said,Al-Dawahy,2023,65935,0.081965029,4.543024827
Egypt,Port Said,Al-Dawahy,2024,65935,0.0796809047460556,4.375028619
Egypt,Port Said,Al-Ganoub,2020,65939,0.174293786,13.10061697
Egypt,Port Said,Al-Ganoub,2021,65939,0.151211202,10.65856185
Egypt,Port Said,Al-Ganoub,2022,65939,0.151037663,10.64091576
Egypt,Port Said,Al-Ganoub,2023,65939,0.12041383981704712,7.702941312
Egypt,Port Said,Al-Ganoub,2024,65939,0.142776176,9.813576824
Egypt,Port Said,Al-Ganoub 2,2020,65940,0.277989507,26.09432529
Egypt,Port Said,Al-Ganoub 2,2021,65940,0.245480448,21.70405463
Egypt,Port Said,Al-Ganoub 2,2022,65940,0.261328787,23.81235683
Egypt,Port Said,Al-Ganoub 2,2023,65940,0.268238425,24.75086652
Egypt,Port Said,Al-Ganoub 2,2024,65940,0.285073042,27.08370131
Egypt,Port Said,Al-Manasra,2020,65942,0.168976068,12.52162185
Egypt,Port Said,Al-Manasra,2021,65942,0.172710627,12.92723862
Egypt,Port Said,Al-Manasra,2022,65942,0.174500212,13.12328584
Egypt,Port Said,Al-Manasra,2023,65942,0.167107284,12.32044072
Egypt,Port Said,Al-Manasra,2024,65942,0.174660623,13.14091146
Egypt,Port Said,Al-Munakh,2024,65944,0.055576179,2.744449541
Egypt,Port Said,Al-Munakh,2020,65944,0.05778719484806061,2.882973467
Egypt,Port Said,Al-Munakh,2021,65944,0.05489647015929222,2.702321587
Egypt,Port Said,Al-Munakh,2022,65944,0.0560402050614357,2.773333187
Egypt,Port Said,Al-Munakh,2023,65944,0.054650001,2.687098813
Egypt,Port Said,Al-Sharq,2020,65946,0.07237860560417175,3.853397022
Egypt,Port Said,Al-Sharq,2021,65946,0.069267847,3.638406437
Egypt,Port Said,Al-Sharq,2022,65946,0.069174573,3.63202731
Egypt,Port Said,Al-Sharq,2023,65946,0.06966480612754822,3.665598913
Egypt,Port Said,Al-Sharq,2024,65946,0.07188839465379715,3.819229333
Egypt,Port Said,Al-Zohour,2020,65949,0.065863118,3.408100988
Egypt,Port Said,Al-Zohour,2021,65949,0.052034493535757065,2.527306017
Egypt,Port Said,Al-Zohour,2022,65949,0.052423473447561264,2.550867636
Egypt,Port Said,Al-Zohour,2023,65949,0.052935962,2.58201886
Egypt,Port Said,Al-Zohour,2024,65949,0.060477119,3.054554647
Egypt,Port Said,Mubark-Sharq Tafrea,2020,65951,0.315773278,31.49244473
Egypt,Port Said,Mubark-Sharq Tafrea,2021,65951,0.299229771,29.0932124
Egypt,Port Said,Mubark-Sharq Tafrea,2022,65951,0.292171299,28.0860432
Egypt,Port Said,Mubark-Sharq Tafrea,2023,65951,0.280778617,26.48256489
Egypt,Port Said,Mubark-Sharq Tafrea,2024,65951,0.297684312,28.87182054
Egypt,Port Said,Police Department Port Said Port,2020,65952,0.03747381642460823,1.696987614
Egypt,Port Said,Police Department Port Said Port,2021,65952,0.03790808469057083,1.720279546
Egypt,Port Said,Police Department Port Said Port,2022,65952,0.037793361,1.714117443
Egypt,Port Said,Police Department Port Said Port,2023,65952,0.03898947685956955,1.778677071
Egypt,Port Said,Police Department Port Said Port,2024,65952,0.038441002368927,1.74898748
Egypt,Port Said,Port Fuad,2020,65953,0.049327552318573,2.365309941
Egypt,Port Said,Port Fuad,2021,65953,0.049549449,2.378459316
Egypt,Port Said,Port Fuad,2022,65953,0.04976384714245796,2.391186394
Egypt,Port Said,Port Fuad,2023,65953,0.049549449,2.378459316
Egypt,Port Said,Port Fuad,2024,65953,0.057984311,2.895433277
Egypt,Port Said,Port Fuad 2,2020,65958,0.2111380398273468,17.3650736
Egypt,Port Said,Port Fuad 2,2021,65958,0.095432207,5.579458467
Egypt,Port Said,Port Fuad 2,2022,65958,0.101555467,6.076203141
Egypt,Port Said,Port Fuad 2,2023,65958,0.099198051,5.883100192
Egypt,Port Said,Port Fuad 2,2024,65958,0.09610646963119507,5.633385916
Egypt,Qena,Abu Tisht,2020,65959,0.07292633503675461,3.891700942
Egypt,Qena,Abu Tisht,2021,65959,0.074963607,4.035347148
Egypt,Qena,Abu Tisht,2022,65959,0.08075767010450363,4.453939235
Egypt,Qena,Abu Tisht,2023,65959,0.136450678,9.197204826
Egypt,Qena,Abu Tisht,2024,65959,0.139013931,9.445167429
Egypt,Qena,Al Waqf,2020,65963,0.078215651,4.268466576
Egypt,Qena,Al Waqf,2021,65963,0.076172069,4.121427385
Egypt,Qena,Al Waqf,2022,65963,0.078467622,4.286724097
Egypt,Qena,Al Waqf,2023,65963,0.086463168,4.880515667
